,Rk,Player,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Year
7,8,Bryce Whitaker,2.0,0.0,3.0,0.0,13.3,0.0,0.0,13.3,0.0,0.0,0.0,,13.3,26.7,0.5,0.0,0.0,26.7,0.0,0.0,0.0,13.3,san francisco,2022
8,9,Volodymyr Markovetskyy,26.0,0.0,172.0,4.2,6.5,0.643,4.2,6.5,0.643,0.0,0.0,,2.8,4.7,0.6,8.8,0.2,0.7,1.6,2.6,7.4,11.2,san francisco,2022
9,10,Patrick Tape,34.0,34.0,703.0,3.2,5.4,0.6,3.0,5.0,0.602,0.2,0.4,0.571,3.1,4.3,0.733,8.6,2.1,1.7,1.3,2.2,5.0,9.8,san francisco,2022
10,11,Justin Bieker,10.0,0.0,36.0,3.3,7.8,0.429,2.2,4.4,0.5,1.1,3.3,0.333,1.1,5.6,0.2,7.8,2.2,1.1,0.0,1.1,3.3,8.9,san francisco,2022
11,12,Josh Kunen,34.0,2.0,670.0,2.9,7.2,0.405,1.4,2.3,0.615,1.5,4.9,0.305,1.3,2.1,0.611,6.7,1.6,1.2,0.7,1.5,4.7,8.7,san francisco,2022
12,13,Jonas Visser,5.0,0.0,10.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,,0.0,0.0,,16.0,0.0,0.0,0.0,4.0,8.0,8.0,san francisco,2022
13,14,Isaiah Hawthorne,7.0,0.0,37.0,3.2,9.7,0.333,3.2,3.2,1.0,0.0,6.5,0.0,1.1,3.2,0.333,4.3,3.2,0.0,2.2,1.1,4.3,7.6,san francisco,2022
14,15,Dzmitry Ryuny,19.0,0.0,186.0,2.2,9.0,0.238,0.9,1.9,0.444,1.3,7.1,0.182,1.5,1.9,0.778,6.5,0.2,1.5,0.4,2.2,2.8,7.1,san francisco,2022
0,1,Bryce Aiken,15.0,6.0,393.0,6.5,14.6,0.448,4.1,7.6,0.533,2.4,6.9,0.353,6.7,8.1,0.825,3.3,4.2,2.0,0.0,2.5,2.5,22.2,seton hall,2022
1,2,Jonnivius Smith,10.0,0.0,18.0,8.9,13.3,0.667,8.9,13.3,0.667,0.0,0.0,,4.4,4.4,1.0,13.3,0.0,0.0,6.7,0.0,2.2,22.2,seton hall,2022
2,3,Jared Rhoden,31.0,30.0,1026.0,6.5,16.7,0.39,5.0,12.3,0.41,1.5,4.4,0.336,4.3,5.3,0.803,8.1,1.4,1.4,0.8,2.1,2.5,18.8,seton hall,2022
3,4,Tyrese Samuel,29.0,2.0,546.0,6.1,12.5,0.488,5.6,10.3,0.55,0.4,2.2,0.2,3.0,4.5,0.672,11.1,0.4,1.2,1.8,2.9,3.9,15.6,seton hall,2022
4,5,Sylwester Granda,5.0,0.0,13.0,6.2,9.2,0.667,6.2,9.2,0.667,0.0,0.0,,3.1,3.1,1.0,3.1,3.1,6.2,0.0,0.0,12.3,15.4,seton hall,2022
5,6,Tray Jackson,32.0,18.0,578.0,5.3,11.3,0.466,2.9,5.3,0.545,2.4,6.0,0.395,2.3,2.6,0.868,7.7,0.8,1.0,0.6,2.4,4.3,15.2,seton hall,2022
6,7,Jamir Harris,32.0,3.0,725.0,4.6,12.4,0.373,1.4,3.6,0.385,3.3,8.8,0.369,1.4,1.8,0.781,2.0,1.7,0.9,0.1,1.8,2.2,13.9,seton hall,2022
7,8,Kadary Richmond,32.0,26.0,829.0,5.1,12.6,0.402,4.1,9.9,0.417,0.9,2.7,0.345,2.6,3.5,0.75,5.5,6.4,2.6,0.5,4.0,3.2,13.7,seton hall,2022
8,9,Myles Cale,29.0,29.0,837.0,4.9,11.7,0.422,3.3,7.3,0.461,1.6,4.4,0.359,2.2,3.4,0.625,5.4,1.4,2.1,0.1,1.4,2.8,13.6,seton hall,2022
9,10,Alexis Yetna,31.0,17.0,742.0,4.7,11.8,0.404,3.8,7.5,0.504,1.0,4.3,0.228,3.1,4.1,0.75,12.7,1.3,1.0,0.5,2.1,2.9,13.5,seton hall,2022
10,11,Tyler Powell,12.0,0.0,46.0,1.7,3.5,0.5,0.0,0.0,,1.7,3.5,0.5,0.0,0.0,,7.8,0.9,0.9,0.0,0.9,2.6,5.2,seton hall,2022
11,12,Ike Obiagu,29.0,27.0,610.0,1.9,3.5,0.547,1.9,3.5,0.547,0.0,0.0,,1.1,1.7,0.654,7.7,0.3,0.3,6.1,1.7,4.1,4.9,seton hall,2022
12,13,Jahari Long,5.0,2.0,62.0,0.6,4.5,0.143,0.0,1.3,0.0,0.6,3.2,0.2,0.6,1.9,0.333,3.2,7.1,1.3,0.0,3.2,3.2,2.6,seton hall,2022
13,14,Brandon Weston,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,seton hall,2022
0,1,Douglas Wilson,34.0,34.0,851.0,9.7,17.1,0.569,9.6,16.8,0.573,0.1,0.3,0.333,6.6,9.7,0.684,8.8,2.5,1.5,1.0,3.4,4.3,26.2,south dakota state,2022
1,2,Noah Freidel,17.0,9.0,395.0,8.1,18.3,0.442,3.8,7.6,0.507,4.3,10.7,0.396,4.1,5.8,0.702,4.2,1.9,0.8,0.6,2.6,2.5,24.5,south dakota state,2022
2,3,Jaylon Gentry,12.0,0.0,43.0,7.4,17.7,0.421,0.9,0.9,1.0,6.5,16.7,0.389,0.0,0.0,,1.9,3.7,1.9,0.0,2.8,1.9,21.4,south dakota state,2022
3,4,Luke Appel,35.0,1.0,600.0,8.5,14.1,0.604,8.2,13.2,0.621,0.3,0.9,0.357,3.5,5.1,0.697,8.5,3.0,0.3,0.9,3.2,5.7,20.9,south dakota state,2022
4,5,Baylor Scheierman,35.0,35.0,1164.0,6.7,13.1,0.508,3.8,7.0,0.541,2.9,6.1,0.469,3.3,4.2,0.802,9.4,5.4,1.6,0.2,2.3,2.4,19.5,south dakota state,2022
5,6,David Wingett,16.0,0.0,111.0,5.8,12.6,0.457,2.2,2.9,0.75,3.6,9.7,0.37,1.4,2.9,0.5,8.6,4.0,2.2,1.8,2.9,3.2,16.6,south dakota state,2022
6,7,Aaron Fiegen,12.0,0.0,41.0,7.8,11.7,0.667,7.8,11.7,0.667,0.0,0.0,,0.0,0.0,,8.8,2.0,2.0,0.0,3.9,2.9,15.6,south dakota state,2022
7,8,Matt Dentlinger,35.0,14.0,526.0,5.7,9.3,0.615,5.7,9.2,0.62,0.0,0.1,0.0,3.3,4.2,0.8,7.1,1.7,0.5,1.6,1.5,3.8,14.8,south dakota state,2022
8,9,Zeke Mayo,35.0,21.0,950.0,5.0,10.7,0.467,2.7,5.1,0.525,2.4,5.7,0.415,1.8,1.9,0.933,4.3,3.0,1.2,0.0,1.8,1.8,14.1,south dakota state,2022
9,10,Charlie Easley,35.0,24.0,881.0,4.4,8.5,0.521,2.3,4.2,0.543,2.2,4.4,0.5,1.4,1.8,0.775,5.2,2.0,1.7,0.4,1.2,3.0,12.5,south dakota state,2022
10,11,Alex Arians,35.0,35.0,930.0,4.1,8.6,0.482,2.6,5.4,0.476,1.5,3.1,0.493,2.4,2.7,0.873,6.0,3.1,1.1,0.3,1.8,2.6,12.2,south dakota state,2022
11,12,Matthew Mims,34.0,2.0,533.0,3.7,7.5,0.49,0.9,1.5,0.6,2.8,6.0,0.463,1.2,1.4,0.842,3.2,1.8,1.0,0.1,1.5,2.4,11.3,south dakota state,2022
0,1,Amar Ross,1.0,0.0,1.0,40.0,40.0,1.0,0.0,0.0,,40.0,40.0,1.0,0.0,0.0,,80.0,0.0,0.0,0.0,0.0,0.0,120.0,southern california,2022
1,2,Chevez Goodwin,34.0,34.0,832.0,7.8,13.7,0.57,7.8,13.7,0.57,0.0,0.0,,2.4,5.0,0.471,10.5,1.0,0.7,0.9,2.7,4.0,17.9,southern california,2022
2,3,Boubacar Coulibaly,6.0,0.0,23.0,5.2,8.7,0.6,5.2,8.7,0.6,0.0,0.0,,7.0,10.4,0.667,17.4,3.5,0.0,3.5,0.0,3.5,17.4,southern california,2022
3,4,Boogie Ellis,33.0,33.0,982.0,5.8,14.0,0.417,3.5,7.9,0.448,2.3,6.1,0.376,2.9,3.6,0.798,4.4,3.3,1.1,0.2,2.4,2.9,16.8,southern california,2022
4,5,Isaiah Mobley,32.0,32.0,1090.0,5.9,13.3,0.445,4.3,8.8,0.492,1.6,4.5,0.352,3.2,4.7,0.682,9.8,3.9,0.9,1.1,2.2,2.3,16.6,southern california,2022
5,6,Drew Peterson,34.0,34.0,1123.0,5.3,11.4,0.467,3.6,7.1,0.5,1.7,4.2,0.412,2.7,3.8,0.717,7.5,4.0,0.8,1.0,2.9,2.0,15.1,southern california,2022
6,7,Max Agbonkpolo,33.0,18.0,705.0,5.4,12.0,0.455,4.0,6.8,0.583,1.5,5.2,0.286,2.0,2.8,0.714,6.5,1.3,1.0,1.0,2.4,3.4,14.4,southern california,2022
7,8,Harrison Hornery,12.0,0.0,53.0,5.3,12.8,0.412,1.5,3.0,0.5,3.8,9.8,0.385,0.0,0.0,,8.3,0.8,1.5,0.8,2.3,3.8,14.3,southern california,2022
8,9,Reese Dixon-Waters,33.0,0.0,455.0,4.3,9.8,0.441,2.3,5.4,0.426,2.0,4.4,0.46,3.3,3.9,0.864,5.2,1.6,1.1,0.5,1.8,4.0,14.0,southern california,2022
9,10,Isaiah White,24.0,4.0,264.0,3.3,10.8,0.31,2.4,6.2,0.39,0.9,4.5,0.2,3.2,5.2,0.618,8.0,1.7,1.7,0.5,2.3,3.8,10.8,southern california,2022
10,11,Joshua Morgan,31.0,0.0,384.0,4.4,8.0,0.545,4.4,8.0,0.545,0.0,0.0,,1.5,2.7,0.538,9.3,1.4,0.3,2.9,1.7,5.0,10.2,southern california,2022
11,12,Ethan Anderson,34.0,15.0,716.0,3.5,9.0,0.391,2.6,6.0,0.426,0.9,3.0,0.321,0.4,1.2,0.364,4.4,4.2,1.0,0.5,1.8,2.7,8.4,southern california,2022
12,13,Malik Thomas,9.0,0.0,18.0,2.2,13.3,0.167,2.2,8.9,0.25,0.0,4.4,0.0,2.2,4.4,0.5,2.2,2.2,2.2,0.0,6.7,6.7,6.7,southern california,2022
13,14,Kobe Johnson,27.0,0.0,203.0,2.2,6.7,0.324,1.4,3.9,0.35,0.8,2.8,0.286,1.2,1.6,0.75,5.5,4.1,3.2,1.0,2.6,3.7,6.3,southern california,2022
14,15,Zach Brooker,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,southern california,2022
15,16,Reggie Parris,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,40.0,0.0,southern california,2022
0,1,Brock Jancek,5.0,0.0,11.0,3.6,18.2,0.2,3.6,18.2,0.2,0.0,0.0,,18.2,21.8,0.833,10.9,3.6,0.0,10.9,7.3,3.6,25.5,tennessee,2022
1,2,Kennedy Chandler,34.0,34.0,1048.0,6.9,15.0,0.464,5.1,10.1,0.504,1.9,4.9,0.383,2.3,3.8,0.606,4.2,6.1,2.8,0.3,3.2,2.6,18.1,tennessee,2022
2,3,Kent Gilbert,4.0,0.0,7.0,5.7,11.4,0.5,0.0,0.0,,5.7,11.4,0.5,0.0,0.0,,5.7,0.0,5.7,0.0,5.7,5.7,17.1,tennessee,2022
3,4,Santiago Vescovi,35.0,35.0,1092.0,5.3,12.9,0.413,1.6,3.6,0.439,3.7,9.3,0.403,2.7,3.4,0.793,5.6,4.1,2.1,0.3,2.1,3.2,17.0,tennessee,2022
4,5,Olivier Nkamhoua,22.0,22.0,473.0,6.3,12.8,0.497,5.2,10.3,0.508,1.1,2.5,0.448,2.2,3.0,0.722,10.5,2.3,0.8,2.1,2.8,3.7,16.0,tennessee,2022
5,6,Zakai Zeigler,35.0,1.0,773.0,4.9,12.8,0.381,2.6,6.3,0.41,2.3,6.5,0.352,3.9,4.6,0.843,3.4,4.8,3.1,0.2,3.1,3.2,15.9,tennessee,2022
6,7,Josiah-Jordan James,32.0,30.0,929.0,4.8,12.4,0.388,2.4,5.0,0.483,2.4,7.4,0.324,2.1,2.6,0.8,8.2,2.4,2.0,1.5,1.6,4.0,14.1,tennessee,2022
7,8,Quentin Diboundje,7.0,0.0,35.0,4.6,11.4,0.4,3.4,8.0,0.429,1.1,3.4,0.333,3.4,6.9,0.5,9.1,5.7,2.3,0.0,1.1,0.0,13.7,tennessee,2022
8,9,John Fulkerson,33.0,14.0,721.0,5.1,9.8,0.523,5.1,9.8,0.523,0.0,0.0,,3.4,4.7,0.738,8.5,2.6,0.8,1.7,2.1,3.7,13.6,tennessee,2022
9,10,Brandon Huntley-Hatfield,35.0,13.0,439.0,5.4,11.8,0.457,5.2,10.6,0.491,0.2,1.2,0.154,1.5,2.5,0.593,9.4,1.0,1.1,1.1,2.9,2.6,12.4,tennessee,2022
10,11,Uros Plavsic,35.0,21.0,494.0,4.8,8.3,0.573,4.8,8.3,0.578,0.0,0.1,0.0,2.4,4.4,0.556,11.3,1.4,1.1,0.6,2.3,4.9,12.0,tennessee,2022
11,12,Jonas Aidoo,19.0,0.0,148.0,3.5,10.8,0.325,3.5,10.8,0.325,0.0,0.0,,3.8,4.6,0.824,11.4,0.8,1.1,2.7,1.4,5.1,10.8,tennessee,2022
12,13,Victor Bailey,34.0,4.0,328.0,4.0,11.8,0.34,2.6,5.1,0.5,1.5,6.7,0.218,1.1,2.0,0.563,3.9,2.0,1.2,0.2,1.1,2.8,10.6,tennessee,2022
13,14,Justin Powell,30.0,1.0,424.0,3.6,9.2,0.392,1.3,3.2,0.412,2.3,5.9,0.381,1.0,1.4,0.733,4.2,2.0,0.9,0.5,1.3,1.6,10.5,tennessee,2022
14,15,Jahmai Mashack,27.0,0.0,123.0,2.3,5.5,0.412,2.0,4.6,0.429,0.3,1.0,0.333,1.3,2.9,0.444,6.5,2.6,3.6,0.7,2.9,6.8,6.2,tennessee,2022
15,16,Isaiah Sulack,3.0,0.0,5.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tennessee,2022
0,1,Darius Ford,2.0,0.0,3.0,13.3,13.3,1.0,13.3,13.3,1.0,0.0,0.0,,0.0,0.0,,13.3,0.0,0.0,0.0,0.0,0.0,26.7,texas christian,2022
1,2,Mike Miles,31.0,31.0,1034.0,6.3,16.5,0.382,4.6,10.9,0.427,1.7,5.6,0.295,4.1,5.5,0.759,4.2,4.6,1.5,0.3,3.4,2.4,18.4,texas christian,2022
2,3,Chuck O'Bannon,34.0,25.0,820.0,5.2,12.7,0.408,2.9,6.0,0.484,2.2,6.6,0.338,3.1,4.4,0.703,6.9,1.6,1.6,1.0,1.7,2.7,15.7,texas christian,2022
3,4,Emanuel Miller,34.0,34.0,935.0,6.1,12.3,0.493,5.6,10.4,0.539,0.5,1.9,0.244,2.4,3.4,0.688,9.0,1.3,1.0,1.1,2.0,3.1,15.0,texas christian,2022
4,5,Damion Baugh,31.0,30.0,965.0,5.0,12.0,0.419,3.9,7.8,0.497,1.1,4.1,0.27,2.5,3.9,0.656,5.7,5.8,1.7,0.2,4.3,1.6,13.7,texas christian,2022
5,6,JaKobe Coles,34.0,0.0,296.0,4.7,12.0,0.393,3.2,6.8,0.48,1.5,5.3,0.282,1.6,2.3,0.706,8.6,1.9,1.8,1.8,2.8,4.5,12.6,texas christian,2022
6,7,Eddie Lampkin,33.0,32.0,710.0,5.3,8.7,0.606,5.3,8.7,0.606,0.0,0.0,,2.0,3.9,0.514,11.6,1.4,1.1,0.9,1.9,4.3,12.6,texas christian,2022
7,8,Micah Peavy,34.0,9.0,717.0,4.6,10.4,0.444,4.4,8.8,0.497,0.3,1.7,0.167,2.0,3.5,0.571,7.6,2.0,1.2,1.0,3.1,4.6,11.5,texas christian,2022
8,9,Shahada Wells,7.0,0.0,51.0,3.9,14.1,0.278,1.6,5.5,0.286,2.4,8.6,0.273,0.0,0.0,,6.3,1.6,0.0,0.0,3.9,2.4,10.2,texas christian,2022
9,10,Xavier Cork,33.0,2.0,444.0,4.3,7.2,0.6,4.3,7.2,0.6,0.0,0.0,,1.2,1.9,0.619,8.0,1.1,0.7,2.2,2.4,5.1,9.8,texas christian,2022
10,11,Francisco Farabello,34.0,6.0,646.0,2.9,7.6,0.385,0.6,1.4,0.391,2.4,6.1,0.384,1.7,1.9,0.9,5.1,2.7,1.2,0.1,1.7,1.5,9.8,texas christian,2022
11,12,Maxwell Evans,4.0,1.0,76.0,2.6,10.5,0.25,1.1,4.2,0.25,1.6,6.3,0.25,1.1,1.6,0.667,4.2,5.8,1.6,0.5,3.7,2.6,7.9,texas christian,2022
12,13,Souleymane Doumbia,29.0,0.0,145.0,3.3,6.1,0.545,3.0,5.5,0.55,0.3,0.6,0.5,0.8,2.2,0.375,6.6,0.6,0.3,2.5,2.8,4.4,7.7,texas christian,2022
13,14,Cole Despie,3.0,0.0,4.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,texas christian,2022
14,15,Harrison Young,4.0,0.0,4.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texas christian,2022
0,1,Andrew Malveaux,5.0,0.0,14.0,11.4,25.7,0.444,0.0,5.7,0.0,11.4,20.0,0.571,0.0,0.0,,2.9,2.9,5.7,0.0,2.9,2.9,34.3,texas southern,2022
1,2,John Walker,29.0,14.0,653.0,5.8,12.6,0.463,4.7,9.8,0.475,1.2,2.8,0.422,5.3,7.2,0.729,7.6,1.8,0.9,1.7,2.8,4.2,18.1,texas southern,2022
2,3,Joirdon Karl Nicholas,32.0,20.0,661.0,7.2,13.1,0.551,7.2,12.8,0.561,0.0,0.2,0.0,3.1,6.0,0.515,11.7,2.0,1.5,1.5,4.2,5.0,17.5,texas southern,2022
3,4,John Jones,32.0,8.0,443.0,5.5,15.6,0.353,2.1,5.3,0.39,3.4,10.3,0.333,2.6,3.2,0.829,2.6,1.5,0.8,0.0,2.3,3.1,17.1,texas southern,2022
4,5,Bryson Etienne,30.0,16.0,664.0,5.4,15.5,0.349,3.1,8.1,0.378,2.3,7.4,0.317,2.7,3.4,0.804,5.1,2.7,1.7,0.4,2.7,2.5,15.9,texas southern,2022
5,6,Brison Gresham,31.0,18.0,610.0,6.2,9.6,0.644,6.2,9.5,0.648,0.0,0.1,0.0,2.4,3.5,0.698,14.1,0.8,0.9,4.7,2.8,5.2,14.8,texas southern,2022
6,7,PJ Henry,31.0,19.0,734.0,5.2,12.8,0.41,3.6,8.1,0.446,1.6,4.7,0.349,2.1,3.1,0.684,4.7,2.4,1.6,0.2,2.9,3.2,14.2,texas southern,2022
7,8,Justin Hopkins,32.0,21.0,633.0,3.8,8.8,0.432,2.9,5.2,0.561,0.9,3.6,0.246,3.7,4.7,0.784,4.0,2.1,0.6,0.1,2.7,2.5,12.1,texas southern,2022
8,9,A.J. Lawson,29.0,16.0,623.0,4.4,11.3,0.392,3.5,7.5,0.462,1.0,3.8,0.254,1.5,3.1,0.5,6.4,2.6,0.9,0.6,3.7,3.5,11.4,texas southern,2022
9,10,Yahuza Rasas,30.0,12.0,522.0,4.0,8.8,0.452,3.8,7.8,0.49,0.2,1.0,0.154,2.1,3.4,0.636,10.5,1.3,0.7,0.8,2.4,3.8,10.3,texas southern,2022
10,11,Davon Barnes,17.0,0.0,151.0,4.0,9.8,0.405,4.0,7.9,0.5,0.0,1.9,0.0,1.6,2.4,0.667,6.4,1.3,0.5,0.3,1.6,2.6,9.5,texas southern,2022
11,12,Jordan Gilliam,30.0,16.0,717.0,2.7,8.1,0.329,1.6,5.0,0.326,1.1,3.2,0.333,1.1,1.7,0.667,4.9,3.7,1.2,0.6,1.7,2.6,7.5,texas southern,2022
0,1,Bryson Williams,37.0,37.0,947.0,8.6,16.1,0.535,6.9,12.0,0.575,1.7,4.1,0.417,3.1,4.1,0.755,6.5,1.6,0.8,0.6,2.0,3.5,22.0,texas tech,2022
1,2,Sardaar Calhoun,8.0,0.0,64.0,5.0,14.4,0.348,1.3,3.1,0.4,3.8,11.3,0.333,3.8,4.4,0.857,4.4,2.5,1.9,0.0,1.9,2.5,17.5,texas tech,2022
2,3,Terrence Shannon,26.0,20.0,649.0,5.5,12.2,0.455,3.5,6.9,0.509,2.0,5.3,0.384,3.6,4.6,0.784,4.2,3.2,1.4,0.3,3.1,2.6,16.7,texas tech,2022
3,4,Davion Warren,37.0,33.0,882.0,5.8,12.8,0.45,4.5,8.5,0.527,1.3,4.3,0.298,3.0,4.3,0.705,5.1,2.8,2.4,0.3,3.2,4.0,15.8,texas tech,2022
4,5,Kevin Obanor,37.0,37.0,965.0,5.6,11.9,0.467,3.6,6.0,0.597,2.0,5.9,0.336,2.2,2.9,0.761,8.5,0.8,0.5,0.5,1.7,2.6,15.3,texas tech,2022
5,6,Kevin McCullar,29.0,24.0,868.0,4.6,11.5,0.402,3.3,7.3,0.453,1.3,4.1,0.311,3.0,4.2,0.725,6.1,4.1,1.9,0.3,2.6,3.6,13.5,texas tech,2022
6,7,Adonis Arms,37.0,25.0,955.0,4.7,10.6,0.448,3.4,6.1,0.552,1.4,4.5,0.308,2.4,3.3,0.744,6.7,4.4,1.5,0.5,2.9,1.8,13.3,texas tech,2022
7,8,Marcus Santos-Silva,37.0,1.0,544.0,5.4,9.4,0.578,5.4,9.4,0.578,0.0,0.0,,2.0,4.1,0.482,11.1,2.4,1.8,2.1,3.5,4.9,12.9,texas tech,2022
8,9,KJ Allen,19.0,0.0,146.0,4.4,8.2,0.533,4.4,7.4,0.593,0.0,0.8,0.0,1.4,3.8,0.357,9.6,1.9,1.9,0.5,1.9,2.2,10.1,texas tech,2022
9,10,Clarence Nadolny,33.0,3.0,481.0,2.7,6.5,0.423,2.5,4.2,0.588,0.2,2.2,0.111,3.9,5.5,0.712,3.4,2.5,2.7,0.4,3.0,4.1,9.6,texas tech,2022
10,11,Chibuzo Agbo,23.0,0.0,153.0,3.9,9.4,0.417,2.9,4.2,0.688,1.0,5.2,0.2,0.3,1.3,0.2,6.3,0.3,1.0,0.3,1.3,2.9,9.2,texas tech,2022
11,12,Daniel Batcho,33.0,0.0,327.0,2.9,4.6,0.632,2.9,4.4,0.667,0.0,0.2,0.0,2.9,4.9,0.6,10.8,1.7,0.6,2.1,1.7,4.4,8.8,texas tech,2022
12,13,Mylik Wilson,32.0,5.0,485.0,2.6,5.9,0.437,2.4,4.9,0.492,0.2,1.0,0.167,1.4,2.2,0.63,4.5,4.4,3.1,1.4,2.2,2.1,6.7,texas tech,2022
13,14,Austin Timperman,5.0,0.0,9.0,0.0,8.9,0.0,0.0,0.0,,0.0,8.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.4,0.0,texas tech,2022
0,1,Tre Mitchell,24.0,17.0,447.0,6.9,14.4,0.478,5.5,10.3,0.539,1.3,4.1,0.326,3.6,4.5,0.8,8.5,2.9,1.5,1.4,3.1,3.7,18.7,texas,2022
1,2,Andrew Jones,33.0,20.0,868.0,5.9,14.4,0.413,3.4,6.3,0.533,2.6,8.1,0.32,2.6,3.2,0.814,4.3,2.4,1.8,0.3,1.9,2.4,17.1,texas,2022
2,3,Timmy Allen,34.0,34.0,986.0,6.1,12.3,0.493,5.9,11.7,0.505,0.2,0.6,0.267,4.3,5.9,0.731,8.8,2.9,1.7,0.6,2.6,3.4,16.6,texas,2022
3,4,Marcus Carr,34.0,32.0,1050.0,4.9,12.4,0.394,3.1,7.1,0.435,1.8,5.3,0.338,3.2,4.1,0.769,2.5,4.5,1.2,0.1,2.4,3.0,14.7,texas,2022
4,5,Christian Bishop,34.0,23.0,679.0,5.3,8.8,0.6,5.2,8.5,0.611,0.1,0.4,0.333,3.3,4.9,0.675,11.2,1.5,0.9,1.8,2.5,4.2,14.0,texas,2022
5,6,Dylan Disu,26.0,0.0,283.0,5.8,12.4,0.466,5.5,10.3,0.534,0.3,2.1,0.133,1.8,2.3,0.813,11.7,1.6,1.6,3.0,3.1,6.4,13.7,texas,2022
6,7,Tristen Licon,16.0,0.0,67.0,5.4,12.5,0.429,3.0,6.6,0.455,2.4,6.0,0.4,0.0,0.0,,4.2,0.6,3.0,0.0,0.6,3.0,13.1,texas,2022
7,8,Courtney Ramey,34.0,32.0,1024.0,4.3,10.8,0.397,2.4,5.4,0.445,1.9,5.5,0.35,2.0,2.7,0.765,4.7,2.1,1.4,0.3,1.6,2.7,12.5,texas,2022
8,9,Jase Febres,31.0,6.0,427.0,3.7,10.1,0.361,1.1,2.4,0.462,2.5,7.7,0.329,1.4,1.9,0.75,4.3,1.1,0.9,0.7,1.0,3.8,11.2,texas,2022
9,10,Jaylon Tyson,8.0,0.0,55.0,4.4,10.9,0.4,4.4,8.0,0.545,0.0,2.9,0.0,1.5,2.2,0.667,6.5,2.2,2.9,1.5,2.2,4.4,10.2,texas,2022
10,11,Brock Cunningham,34.0,3.0,398.0,2.7,5.6,0.482,1.6,3.3,0.485,1.1,2.3,0.478,1.3,1.6,0.813,7.7,2.2,2.4,0.3,1.0,7.2,7.8,texas,2022
11,12,Devin Askew,34.0,3.0,505.0,2.1,5.1,0.4,1.4,3.2,0.45,0.6,2.0,0.32,1.0,1.7,0.545,2.5,3.6,2.1,0.2,2.1,3.1,5.7,texas,2022
12,13,Avery Benson,16.0,0.0,61.0,0.0,2.6,0.0,0.0,2.0,0.0,0.0,0.7,0.0,0.7,1.3,0.5,5.2,3.3,0.7,0.0,0.0,2.6,0.7,texas,2022
0,1,Johnny Juzang,30.0,29.0,954.0,7.5,17.4,0.432,5.6,12.1,0.464,1.9,5.2,0.36,2.8,3.3,0.835,6.0,2.3,0.9,0.2,2.0,2.5,19.7,ucla,2022
1,2,Jaime Jaquez,34.0,34.0,1038.0,6.7,14.3,0.472,5.9,11.4,0.522,0.8,2.9,0.276,3.9,5.2,0.761,7.5,3.0,1.5,0.4,1.8,2.0,18.2,ucla,2022
2,3,Jules Bernard,35.0,34.0,1053.0,5.6,13.3,0.419,3.5,7.0,0.492,2.1,6.3,0.337,3.8,4.6,0.818,6.2,2.3,1.3,0.3,1.3,2.2,17.1,ucla,2022
3,4,Jaylen Clark,29.0,6.0,525.0,6.2,12.2,0.506,5.6,10.1,0.556,0.5,2.1,0.259,2.0,3.7,0.542,8.4,2.3,2.5,0.4,1.5,4.3,14.9,ucla,2022
4,5,Tyger Campbell,33.0,33.0,1068.0,5.2,11.6,0.444,3.3,7.1,0.466,1.9,4.6,0.41,2.5,3.0,0.838,3.1,5.3,1.3,0.1,1.6,2.3,14.7,ucla,2022
5,6,Cody Riley,26.0,20.0,561.0,5.1,10.9,0.464,4.8,10.3,0.462,0.3,0.6,0.5,3.1,4.6,0.672,7.2,1.8,1.3,0.8,1.6,4.6,13.5,ucla,2022
6,7,Jake Kyman,23.0,0.0,183.0,4.4,11.8,0.37,2.4,5.0,0.478,2.0,6.8,0.29,1.3,1.3,1.0,5.2,2.4,1.1,0.0,0.7,2.8,12.0,ucla,2022
7,8,David Singleton,33.0,4.0,552.0,4.1,8.5,0.479,1.4,2.5,0.543,2.7,5.9,0.451,0.7,1.1,0.6,3.5,2.2,1.3,0.4,0.7,2.5,11.4,ucla,2022
8,9,Peyton Watson,32.0,0.0,405.0,3.8,11.7,0.322,3.1,8.6,0.356,0.7,3.1,0.226,2.2,3.2,0.688,9.1,2.6,1.9,1.9,3.0,5.0,10.4,ucla,2022
